1998,ALABAMA,AL,1,63,41,US HOUSE,1,gen,False,False,SONNY CALLAHAN,REPUBLICAN,False,TOTAL,112872,113564,False,20201202,False
1998,ALABAMA,AL,1,63,41,US HOUSE,2,gen,False,False,TERRY EVERETT,REPUBLICAN,False,TOTAL,131428,189669,False,20201202,False
1998,ALABAMA,AL,1,63,41,US HOUSE,3,gen,False,False,BOB RILEY,REPUBLICAN,False,TOTAL,101731,175217,False,20201202,False
1998,ALABAMA,AL,1,63,41,US HOUSE,4,gen,False,False,ROBERT B. ADERHOLT,REPUBLICAN,False,TOTAL,106297,188476,False,20201202,False
1998,ALABAMA,AL,1,63,41,US HOUSE,5,gen,False,False,"ROBERT E. (BUD) CRAMER, JR.",DEMOCRAT,False,TOTAL,134819,193490,False,20201202,False
1998,ALABAMA,AL,1,63,41,US HOUSE,6,gen,False,False,SPENCER BACHUS,REPUBLICAN,False,TOTAL,154761,215582,False,20201202,False
1998,ALABAMA,AL,1,63,41,US HOUSE,7,gen,False,False,EARL F. HILLIARD,DEMOCRAT,False,TOTAL,136431,139181,False,20201202,False
1998,ALASKA,AK,2,94,81,US HOUSE,0,gen,False,False,DON YOUNG,REPUBLICAN,False,TOTAL,139676,223300,False,20201202,False
1998,ARIZONA,AZ,4,86,61,US HOUSE,1,gen,False,False,MATT SALMON,REPUBLICAN,False,TOTAL,98840,152948,False,20201202,False
1998,ARIZONA,AZ,4,86,61,US HOUSE,2,gen,False,False,ED PASTOR,DEMOCRAT,False,TOTAL,57178,84363,False,20201202,False
1998,ARIZONA,AZ,4,86,61,US HOUSE,3,gen,False,False,BOB STUMP,REPUBLICAN,False,TOTAL,137618,204623,False,20201202,False
1998,ARIZONA,AZ,4,86,61,US HOUSE,4,gen,False,False,JOHN B. SHADEGG,REPUBLICAN,False,TOTAL,102722,158822,False,20201202,False
1998,ARIZONA,AZ,4,86,61,US HOUSE,5,gen,False,False,JIM KOLBE,REPUBLICAN,False,TOTAL,103952,201473,False,20201202,False
1998,ARIZONA,AZ,4,86,61,US HOUSE,6,gen,False,False,J. D. HAYWORTH,REPUBLICAN,False,TOTAL,106891,201537,False,20201202,False
1998,ARKANSAS,AR,5,71,42,US HOUSE,1,gen,False,False,MARION BERRY,DEMOCRAT,False,TOTAL,1,1,False,20201202,False
1998,ARKANSAS,AR,5,71,42,US HOUSE,2,gen,False,False,VIC SNYDER,DEMOCRAT,False,TOTAL,100334,173071,False,20201202,False
1998,ARKANSAS,AR,5,71,42,US HOUSE,3,gen,False,False,ASA HUTCHINSON,REPUBLICAN,False,TOTAL,154780,191697,False,20201202,False
1998,ARKANSAS,AR,5,71,42,US HOUSE,4,gen,False,False,JAY DICKEY,REPUBLICAN,False,TOTAL,92346,160540,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,1,gen,False,False,MIKE THOMPSON,DEMOCRAT,False,TOTAL,121713,196805,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,2,gen,False,False,WALLY HERGER,REPUBLICAN,False,TOTAL,128372,205347,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,3,gen,False,False,DOUG OSE,REPUBLICAN,False,TOTAL,100621,192006,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,4,gen,False,False,JOHN T. DOOLITTLE,REPUBLICAN,False,TOTAL,155306,248224,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,5,gen,False,False,ROBERT T. MATSUI,DEMOCRAT,False,TOTAL,130715,181768,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,6,gen,False,False,LYNN C. WOOLSEY,DEMOCRAT,False,TOTAL,158446,232981,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,7,gen,False,False,GEORGE MILLER,DEMOCRAT,False,TOTAL,125842,164132,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,8,gen,False,False,NANCY PELOSI,DEMOCRAT,False,TOTAL,148027,172462,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,9,gen,False,False,BARBARA LEE,DEMOCRAT,False,TOTAL,140722,169895,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,10,gen,False,False,ELLEN O. TAUSCHER,DEMOCRAT,False,TOTAL,127134,237809,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,11,gen,False,False,RICHARD W. POMBO,REPUBLICAN,False,TOTAL,95496,155449,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,12,gen,False,False,TOM LANTOS,DEMOCRAT,False,TOTAL,128135,173212,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,13,gen,False,False,FORTNEY PETE STARK,DEMOCRAT,False,TOTAL,101671,142787,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,14,gen,False,False,ANNA G. ESHOO,DEMOCRAT,False,TOTAL,129663,188910,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,15,gen,False,False,TOM CAMPBELL,REPUBLICAN,False,TOTAL,111876,184778,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,16,gen,False,False,ZOE LOFGREN,DEMOCRAT,False,TOTAL,85503,117414,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,17,gen,False,False,SAM FARR,DEMOCRAT,False,TOTAL,103719,160690,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,18,gen,False,False,GARY A. CONDIT,DEMOCRAT,False,TOTAL,118842,136931,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,19,gen,False,False,GEORGE P. RADANOVICH,REPUBLICAN,False,TOTAL,131105,165149,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,20,gen,False,False,CALVIN M. DOOLEY,DEMOCRAT,False,TOTAL,60599,99782,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,21,gen,False,False,WILLIAM M. THOMAS,REPUBLICAN,False,TOTAL,115989,146983,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,22,gen,False,False,LOIS CAPPS,DEMOCRAT,False,TOTAL,109517,199264,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,23,gen,False,False,ELTON GALLEGLY,REPUBLICAN,False,TOTAL,96322,160354,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,24,gen,False,False,BRAD SHERMAN,DEMOCRAT,False,TOTAL,103491,180580,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,25,gen,False,False,"HOWARD P. """"BUCK"""" MCKEON",REPUBLICAN,False,TOTAL,114013,152682,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,26,gen,False,False,HOWARD L. BERMAN,DEMOCRAT,False,TOTAL,69000,83662,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,27,gen,False,False,JAMES E. ROGAN,REPUBLICAN,False,TOTAL,80702,159066,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,28,gen,False,False,DAVID DREIER,REPUBLICAN,False,TOTAL,90607,157200,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,29,gen,False,False,HENRY A. WAXMAN,DEMOCRAT,False,TOTAL,131561,178094,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,30,gen,False,False,XAVIER BECERRA,DEMOCRAT,False,TOTAL,58230,70671,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,31,gen,False,False,MATTHEW G. MARTINEZ,DEMOCRAT,False,TOTAL,61173,87360,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,32,gen,False,False,JULIAN C. DIXON,DEMOCRAT,False,TOTAL,112253,129492,False,20201202,False
1998,CALIFORNIA,CA,6,93,71,US HOUSE,33,gen,False,False,LUCILLE ROYBAL-ALLARD,DEMOCRAT,False,TOTAL,43310,49674,False,20201202,False
